OS_PLATFORM,MODEL,DV_MODEL,CO2_FOOTPRINT,USER_COUNTRY_CD,USER_ID_ENCRYPTED,EMPLOYEE_TYPE,DEVICECAPACITY
17.4,IPHONE 12,IPHONE 12,75,US,EMJXZaW,EMP - Regular,128
17.3.1,IPHONE XR,IPHONE XR,62,ZA,YIWHKVXP,EMP - Regular,64
17.3,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,CH,WZJFKTTM,EMP - Temporary,128
17.3.1,IPAD PRO 10.5-INCH,IPAD PRO 10.5-INCH,,RU,DTN]TQLT,EMP - Temporary,256
17.4,IPHONE 12,IPHONE 12,75,CH,P]NPRI9=,EMP - Long-term Commuter,128
17.4,IPHONE 13,IPHONE 13,64,CZ,VMKIQR,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,IT,JQ^WZQ[U,EMP - Regular,128
17.4,IPAD AIR 4TH GEN (WI,IPAD AIR 4TH GEN,,TW,K]JRMK4=,EMP - Regular,256
17.4,IPHONE 12,IPHONE 12,75,CH,V\NMMMSR,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,PS[YVQDI,EMP - Regular,128
17.4,IPHONE 14 PRO,IPHONE 14 PRO,71,US,OI`,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,US,]P^N:A,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,K]OJQ<,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,]I[IOIO[,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,VMQQQMO,EMP - Regular,256
17.4,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,,IT,JIc^UTJI,EMP - Regular,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,NTRRMMOT,EMP - Temporary,128
17.3.1,IPHONE 13,IPHONE 13,64,CN,K]JRMT89,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,EaUHGK,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,VIWGNM5>,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,MILSH[N<,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,CH,WI`EXQC,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,71,PA,SW[XOTMa,EMP - Regular,256
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,CH,EZbHUVN,EMP - Regular,128
16,IPHONE 13,IPHONE 13,64,CR,VIWHU^M@,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,PL,NIL^SIX9,EMP - Regular,64
17.3.1,IPAD PRO 10.5-INCH,IPAD PRO 10.5-INCH,,PE,EIUPUVIK,EMP - Regular,64
17.3.1,IPHONE 13,IPHONE 13,64,PE,EIUPUVIK,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,77,IN,GI\R=,EMP - Regular,128
17.2,IPAD (9TH GENERATION,IPAD 9TH GEN,,UNKNOWN,XVTRU_O,Unknown,
17.4,IPAD AIR 4TH GEN (WI,IPAD AIR 4TH GEN,,RU,LTRYQPJW,EMP - Regular,64
17.3.1,IPAD PRO 12.9-INCH 5,IPAD PRO 12.9-INCH 5TH GEN,,MY,KMWKI,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,CR,VIWGS93@,EMP - Regular,128
17.2,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,PE,E]\XGUI9,CW - Contractor,256
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,CH,FWXPKVN,EMP - Regular,256
17.4,IPHONE 14,IPHONE 14,61,UNKNOWN,XVTRU_O,Unknown,128
17.4,IPHONE 12,IPHONE 12,75,CN,\]Y6;,EMP - Regular,128
17.0.3,IPAD 9.7-INCH 6TH GE,IPAD 6TH GEN 9.7-INCH,105,DE,NWUETRJR,EMP - Regular,128
17.1.2,IPAD PRO 12.9-INCH.,IPAD PRO 12.9-INCH,,US,EM[RGZC:,EMP - Regular,
17.3.1,IPHONE 14,IPHONE 14,67,TR,PWUPGL,EMP - Regular,256
17.4,IPHONE 15,IPHONE 15,56,US,NPJMXbBI,EMP - Regular,128
17.1.1,IPHONE XR,IPHONE XR,62,PE,PI[XS:5>,EMP - Regular,64
17.4,IPHONE 14,IPHONE 14,61,CH,MIWYYSFR,EMP - Regular,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,GM^WZMSR,EMP - Regular,128
17.4,IPAD (9TH GENERATION,IPAD 9TH GEN,75,JP,KQ[ENISP,EMP - Regular,64
17.4,IPHONE 14 PLUS,IPHONE 14 PLUS,68,AU,NMJRKU4,EMP - Regular,128
15,IPHONE 11,IPHONE 11,77,DE,IMMIXMSI,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,CH,KWUMMIT,EMP - Regular,256
17.3.1,IPHONE 12,IPHONE 12,75,GB,NI\FOIT,EMP - Regular,128
17.4,IPHONE XR,IPHONE XR,62,DE,P]NPRT3@,EMP - Regular,64
16.7.2,IPHONE 12,IPHONE 12,75,CN,K]JRMP4;,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,PL,S\JW`aN9,EMP - Regular,128
16.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,46,HU,NI\^GJE,EMP - Regular,64
17.3.1,IPAD 9.7-INCH 6TH GE,IPAD 6TH GEN 9.7-INCH,105,UNKNOWN,XVTRU_O,Unknown,128
17.3.1,IPAD 9.7-INCH 6TH GE,IPAD 6TH GEN 9.7-INCH,,UNKNOWN,XVTRU_O,Unknown,32
17.4,IPAD (9TH GENERATION,IPAD 9TH GEN,84,BE,YIWHK_B_,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,71,UNKNOWN,XVTRU_O,Unknown,256
17.1.2,IPHONE 14,IPHONE 14,61,CN,\IWKP95?,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CN,\QWX:,EMP - Regular,128
16.7.1,IPHONE 12,IPHONE 12,70,AR,UQPS[K,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,UNKNOWN,XVTRU_O,Unknown,128
16.5,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,CH,GZRIY[FX,EMP - Regular,128
17.3.1,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,UNKNOWN,XVTRU_O,Unknown,64
17.3.1,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,CH,K][XG,EMP - Regular,256
17.4,IPHONE 15,IPHONE 15,56,FI,OIRXOWL,EMP - Regular,128
17.0.3,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,CH,OQWOZ9,EMP - Regular,256
17.3.1,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,CN,O]XV<,EMP - Regular,64
17.4,IPHONE 15 PRO,IPHONE 15 PRO,,RU,H^\XOOW9,EMP - Regular,256
17.4,IPHONE 15,IPHONE 15,56,US,VQWKNI9A,CW - Managed Service,128
16.7.2,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,UNKNOWN,XVTRU_O,Unknown,64
17.4,IPHONE 13,IPHONE 13,64,US,V_JQOVBZ,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,77,US,K]bRNL8,EMP - Regular,128
17.4,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,US,FIYMRQS,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,US,ZWXHP98,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,77,CL,E]\XGUD<,EMP - Regular,128
16.7.6,IPHONE 8,IPHONE 8,,US,IWaI:,EMP - Regular,128
16.7,IPHONE 13,IPHONE 13,64,US,F]\XULJR,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,DKTIXUN@,EMP - Regular,64
16.7,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,HU,PQ[ETZ2<,EMP - Temporary,64
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,HQLLOVHK,EMP - Regular,64
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,US,VIWHKK2;,EMP - Regular,128
17.3,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,US,PQUPK\3<,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,RLNVSIUI,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,71,NL,YM[QK]MT,EMP - Regular,256
16.3.1,IPHONE 13,IPHONE 13,71,NL,VVNPZ,EMP - Regular,256
17.3.1,IPHONE 11,IPHONE 11,77,DE,VI^IXI2,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,CN,\]Q6>,EMP - Regular,128
17.3,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,EI[ETWN;,EMP - Temporary,64
16.7,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,HU,HXNVPMTb,EMP - Temporary,64
17.3,IPHONE 13,IPHONE 13,64,US,\]K57,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,CH,RT]IGVM9,EMP - Temporary,128
17.4,IPHONE 12,IPHONE 12,75,CR,UWMVP9:<,EMP - Regular,128
16.7.2,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,DE,EI^VY;,EMP - Regular,256
17.3,IPHONE 11,IPHONE 11,72,CN,OQ^]793,EMP - Regular,64
17.2,IPAD AIR 5TH GENERAT,IPAD AIR 5TH GEN,92,FR,OMVIY\SR,EMP - Regular,256
17.3.1,IPAD (9TH GENERATION,IPAD 9TH GEN,75,IN,VQWKG:28,EMP - Regular,64
16.7,IPHONE 11,IPHONE 11,77,ES,JI[GOK6A,EMP - Regular,128
17.3,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,CH,HZW]V9,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CA,VQVSVWVK,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,ES,SQNPRIO,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,UWcKGU,EMP - Regular,128
16,IPAD PRO 12.9-INCH 6,IPAD PRO 12.9-INCH 6TH GEN,135,NZ,PW[KGR28,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,RXNPS,EMP - Regular,128
17.4,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,GR,JZJXYITI,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,GB,ZI]OOVN,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,TR,XaPYXK,EMP - Regular,128
17.3.1,IPAD (9TH GENERATION,IPAD 9TH GEN,75,UNKNOWN,XVTRU_O,Unknown,64
17.3.1,IPHONE 14,IPHONE 14,61,CN,O]XN99,EMP - Regular,128
17.3.1,IPHONE 14,IPHONE 14,61,MM,PaRRZS3,EMP - Regular,128
17.3.1,IPAD PRO 12.9-INCH 6,IPAD PRO 12.9-INCH 6TH GEN,142,QA,KIVH_W,EMP - Regular,256
17.3.1,IPAD (9TH GENERATION,IPAD 9TH GEN,75,DE,WIWKGTP[,CW - Contractor,64
17.3,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,EG,KW\ROV,EMP - Regular,256
17.3.1,IPHONE 14,IPHONE 14,61,US,SM[WUVTU,EMP - Regular,128
17.3,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,US,NTRRQR2,EMP - Regular,256
17.0.3,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,DE,Y]V:,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,67,HU,STX^KZF,EMP - Regular,256
17.4,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,,IT,HORHOI,EMP - Regular,128
17.3,IPHONE 12,IPHONE 12,75,IT,YMLIV,CW - Contractor,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,OMVFKZK9,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,,BR,PMWI`MTQ,EMP - Regular,
17.3.1,IPHONE 14,IPHONE 14,61,CN,Z]M66,EMP - Regular,128
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,CH,N]U]QQ,EMP - Regular,256
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,EZJQSMSP,EMP - Regular,128
17.2,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,HR,PQSMI^,EMP - Regular,64
17.4,IPHONE 14,IPHONE 14,61,CH,IZJRIQPN,EMP - Temporary,128
17.2,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,DE,UIWHRP,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,67,TR,NWLEVQOJ,CW - Contractor,256
17.3.1,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,CN,VPR]=;,EMP - Regular,64
17.3.1,IPHONE 13,IPHONE 13,64,SE,QW[POVHK,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,UNKNOWN,XVTRU_O,Unknown,128
17.4,IPHONE 13,IPHONE 13,64,US,VIUPU]NO,EMP - Regular,128
16.7.5,IPHONE 8,IPHONE 8,57,DE,Q]\WS9,EMP - Regular,64
17.4,IPHONE 14,IPHONE 14,61,CN,GQWKX9,EMP - Regular,128
17.3.1,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,,UNKNOWN,XVTRU_O,Unknown,128
17.3.1,IPHONE 13,IPHONE 13,64,UNKNOWN,XVTRU_O,Unknown,128
17.3.1,IPAD AIR 3RD GEN (WI,IPAD AIR 3RD GEN,,RU,GWKVU^BL,EMP - Regular,256
17.4,IPHONE 12,IPHONE 12,75,US,G]NRG[O,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,WPXVSIB9,EMP - Regular,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,N]]XKZT9,EMP - Regular,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,US,KW`EXLE?,EMP - Regular,128
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,100,GB,JZNITR2;,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,70,PL,]QVROKLS,EMP - Regular,64
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,PI^X`J,EMP - Regular,64
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,ZILOKZF,EMP - Regular,64
17.3.1,IPHONE 11,IPHONE 11,77,US,ZMRPKZN,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,FTJVQI2A,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,CH,PI[GNMOQ,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,VKQMRTT:,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,72,DE,GZNGN[M[,EMP - Regular,64
16.7.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,EC,YQWYKbM9,EMP - Regular,64
17.3.1,IPAD AIR 4TH GEN (WI,IPAD AIR 4TH GEN,,NL,OQ^[;A,EMP - Regular,64
17.2,IPAD (9TH GENERATION,IPAD 9TH GEN,75,DE,GQNLS[,EMP - Regular,64
17.3.1,IPHONE 13,IPHONE 13,64,US,]I[^GZL,EMP - Regular,128
17.1.1,IPHONE 14,IPHONE 14,61,CN,OQWW:@,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,HU,JMLWM,EMP - Regular,128
17.3.1,IPHONE 14,IPHONE 14,61,US,S][H_,EMP - Regular,128
17.3.1,IPHONE 14,IPHONE 14,61,US,EWKFGTBI,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,CA,YQWRGSPS,EMP - Regular,64
17.3.1,IPAD (9TH GENERATION,IPAD 9TH GEN,75,DE,QO^]KVW<,EMP - Regular,64
17.4,IPHONE 14,IPHONE 14,61,US,PIULU\S:,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,CH,]QVQK[4@,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,GB,EIaXKZM;,CW - Contractor,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,MX,KM[RGT5@,EMP - Regular,128
17.3,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,CN,]PJRMN6>,EMP - Regular,128
17.4,IPHONE 13 MINI,IPHONE 13 MINI,61,GB,PKJPKMSJ,EMP - Regular,128
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,CH,J]]FOMS[,EMP - Regular,256
17.3.1,IPHONE 13,IPHONE 13,64,US,KIKIXUBJ,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,75,SG,ZWWKZIQU,EMP - Regular,128
17.4,IPAD PRO 12.9-INCH 6,IPAD PRO 12.9-INCH 6TH GEN,135,DE,WZJXZMS[,EMP - Regular,128
17.3.1,IPHONE 14,IPHONE 14,61,US,PQWEY,EMP - Regular,128
16.6.1,IPHONE 13 MINI,IPHONE 13 MINI,61,GB,KMVQOVHT,EMP - Regular,128
17.4,IPAD (9TH GENERATION,IPAD 9TH GEN,75,DE,YQ[^OK,EMP - Regular,64
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,MX,]IVFXIW:,EMP - Regular,128
16.7.1,IPHONE 13,IPHONE 13,64,CN,WIWK]95,EMP - Regular,128
17.3.1,IPHONE 12,IPHONE 12,70,CA,\IWKIA5,EMP - Regular,64
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,DE,VKQQO[5;,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,MX,YIUITbB:,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,CH,NQ\WQ:,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,UIVI_[2,EMP - Regular,128
17.4,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,CH,WPRIRMC,EMP - Regular,256
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,46,DE,VKQEKNO9,EMP - Regular,64
17.4,IPHONE 13,IPHONE 13,64,GB,UIVWGaB,EMP - Regular,128
17.4,IPHONE XR,IPHONE XR,62,US,FI[HKVN,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,FI\XGVFa,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,ETXGQS2,EMP - Regular,128
17.2.1,IPHONE 13,IPHONE 13,64,CR,OMXRS;,EMP - Regular,128
17.1.1,IPHONE 13,IPHONE 13,64,MY,EWWKI9,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,46,DE,VKQ[GJV,EMP - Regular,64
17.3.1,IPHONE 13,IPHONE 13,64,CN,ZIWKX91=,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,QMJK[M,EMP - Regular,128
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,46,DE,PWNVIPFN,EMP - Regular,64
17.4,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,US,HKQYG,EMP - Regular,256
17.4,IPHONE 13,IPHONE 13,64,CH,UQ]WIPT9,EMP - Regular,128
16.7,IPAD PRO 11-INCH 3RD,IPAD PRO 11-INCH 3RD GEN,112,US,NZRWNI2<,EMP - Regular,256
17.4,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,CH,VWVQKZM9,EMP - Regular,128
17.3.1,IPHONE 13,IPHONE 13,64,MY,OQN[I9,EMP - Regular,128
17.1.2,IPHONE 13,IPHONE 13,64,ID,EQ]XKZK9,EMP - Long-term IA (LTIA),128
17.4,IPHONE 13,IPHONE 13,64,US,WMWR_[PL,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,72,SG,WMX[7,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,ES,SM[IRTPO,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,MY,EIUEQZJ\,EMP - Regular,64
17.2.1,IPHONE 12,IPHONE 12,75,AU,G]WEZWWS,EMP - Regular,128
17.0.1,IPHONE 11,IPHONE 11,72,CO,YI\U[U28,EMP - Regular,64
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,KMRHKVQ,EMP - Regular,64
17.3.1,IPHONE 12,IPHONE 12,75,ZA,PbJQU[,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,75,US,QIYIZQBV,EMP - Regular,128
17.4,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,130,CH,VXRXGLBO,EMP - Regular,256
17.4,IPHONE 12,IPHONE 12,75,AU,VUJPK[K,EMP - Regular,128
17.4,IPAD 7TH GEN 10.2-IN,IPAD 7TH GEN 10.2-INCH,93,UNKNOWN,XVTRU_O,Unknown,128
17.4,IPHONE 13,IPHONE 13,64,CH,EWUSMVD:,EMP - Regular,128
17.4,IPHONE 11,IPHONE 11,77,US,Y]T5,EMP - Regular,128
17.3.1,IPHONE XR,IPHONE XR,62,DE,ZQUPSIOL,EMP - Temporary,128
17.4,IPAD 10.9-INCH 10TH,IPAD 10TH GEN 10.9-INCH,72,DE,EZJYTZM9,EMP - Regular,64
17.3.1,IPHONE 14,IPHONE 14,61,CH,O]NWIPFI,EMP - Regular,128
17.4,IPHONE 12,IPHONE 12,70,JP,WITMM]DS,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,70,JP,QITEJIB,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,70,JP,\IVETMU,EMP - Regular,64
16.6,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,DE,N]NR`TK:,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,70,JP,\W\LOLBS,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,70,JP,V]cYQ\28,EMP - Regular,64
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,VQWKIWH,EMP - Regular,128
17.4,IPAD PRO 11-INCH. 2N,IPAD PRO 11-INCH 2ND GEN,,DE,OWLLKZK9,EMP - Regular,128
17.3,IPAD AIR 4TH GEN (WI,IPAD AIR 4TH GEN,,US,FTRRKZ,EMP - Regular,256
17.3.1,IPHONE 11,IPHONE 11,72,TH,LVKETOB,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,70,JP,WITMM]D\,EMP - Regular,64
17.3.1,IPHONE 11,IPHONE 11,77,US,NI^JSR2:,EMP - Regular,128
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,XV]IXZFO,EMP - Regular,64
17.3.1,IPHONE 12 PRO,IPHONE 12 PRO,,CN,]PJRMO5:,EMP - Regular,512
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,ZWNVRK,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,CH,WMWKI<,EMP - Regular,128
17.2.1,IPHONE 12,IPHONE 12,70,JP,RP\IXIB,EMP - Regular,64
17.4,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,PL,IQJPQWXT,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,US,IM[RGVL=,EMP - Regular,128
17.3.1,IPHONE XR,IPHONE XR,62,IE,R[^PRQF;,CW - Consultant,64
17.4,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,NL,YIWXNQFJ,EMP - Regular,128
16.7.6,IPHONE 8,IPHONE 8,71,UNKNOWN,XVTRU_O,Unknown,256
17.4,IPHONE 12,IPHONE 12,70,MY,UIVEYIS:,EMP - Regular,64
16.7.4,IPHONE 8,IPHONE 8,57,UA,E][MGSP,EMP - Regular,64
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,62,US,KWOJSS2<,EMP - Regular,128
17.3.1,IPAD 8TH GEN 10.2-IN,IPAD 8TH GEN 10.2-INCH,,DE,NZJISMK<,EMP - Regular,128
17.4,IPAD PRO 12.9-INCH.,IPAD PRO 12.9-INCH,,CH,WIbPUS2<,EMP - Regular,256
17.2.1,IPHONE 11,IPHONE 11,72,KE,P][MO\IR,EMP - Regular,64
17.4,IPHONE 12,IPHONE 12,75,CH,D`VETVK,EMP - Regular,128
17.3.1,IPAD AIR 4TH GEN (WI,IPAD AIR 4TH GEN,,UNKNOWN,XVTRU_O,Unknown,64
17.3.1,IPHONE 11,IPHONE 11,77,CL,HTUMU\E>,EMP - Regular,128
17.3.1,IPHONE SE. 2ND GEN,IPHONE SE 2ND GEN,57,DE,IZJRQI2?,EMP - Regular,64
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,MX,V\RG`Z,EMP - Regular,128
17.4,IPHONE 14,IPHONE 14,61,CH,QMUWUVC;,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,US,GI_MYJ4:,EMP - Regular,128
16.7,IPAD AIR 5TH GENERAT,IPAD AIR 5TH GEN,92,US,VIMEL[3,EMP - Regular,256
17.4,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,100,DE,NWNLRMV:,EMP - Regular,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,MX,H[LSHMEX,EMP - Regular,128
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,MX,LJJVXIDU,EMP - Regular,128
17.4,IPHONE 13,IPHONE 13,64,CH,JI[GOJ3>,EMP - Regular,128
16.4.1,IPAD 9.7-INCH 6TH GE,IPAD 6TH GEN 9.7-INCH,,UNKNOWN,XVTRU_O,Unknown,32
16.4.1,IPAD 9.7-INCH 6TH GE,IPAD 6TH GEN 9.7-INCH,,UNKNOWN,XVTRU_O,Unknown,32
17.3.1,IPAD (9TH GENERATION,IPAD 9TH GEN,75,JP,\IWEMQI:,CW - Contractor,64
17.2,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,CH,V\NFRMN@,CW - Contractor,256
16.4.1,IPAD PRO 11-INCH 4TH,IPAD PRO 11-INCH 4TH GEN,121,SA,EQWVGJC_,EMP - Regular,256
17.3.1,IPHONE XR,IPHONE XR,62,US,QMNXN]Y,EMP - Regular,128
17.3.1,IPHONE 11,IPHONE 11,77,CL,S]UKGZW,EMP - Regular,128
17.3.1,IPAD AIR 5TH GENERAT,IPAD AIR 5TH GEN,92,HU,YI[KGX,EMP - Regular,256
17.3.1,IPHONE SE (3RD GENER,IPHONE SE 3RD GEN,50,MX,H[LSHIE9,EMP - Regular,128
16.4,IPAD (9TH GENERATION,IPAD 9TH GEN,75,UNKNOWN,XVTRU_O,Unknown,64
17.4,IPHONE 14,IPHONE 14,61,CN,[QJ]9@,EMP - Regular,128
17.3,IPHONE 14,IPHONE 14,61,AT,DOJXOM,CW - Contractor,128
